Series_reference,Period,Data_value,Suppressed,STATUS,UNITS,Magnitude,Subject,Group,Series_title_1,Series_title_2,Series_title_3,Series_title_4,Series_title_5
TPTQ.S22ND,2010.12,231,,F,NUMBER,0,Transport - TPT,New and Ex-Oseas Motor Vehicles Registered by Type,Commercial Vehicles 3501 to 4500 Kg,,,,
TPTQ.S22ND,2011.03,130,,F,NUMBER,0,Transport - TPT,New and Ex-Oseas Motor Vehicles Registered by Type,Commercial Vehicles 3501 to 4500 Kg,,,,
TPTQ.S22ND,2011.06,163,,F,NUMBER,0,Transport - TPT,New and Ex-Oseas Motor Vehicles Registered by Type,Commercial Vehicles 3501 to 4500 Kg,,,,
TPTQ.S22ND,2011.09,305,,F,NUMBER,0,Transport - TPT,New and Ex-Oseas Motor Vehicles Registered by Type,Commercial Vehicles 3501 to 4500 Kg,,,,
TPTQ.S22ND,2011.12,162,,F,NUMBER,0,Transport - TPT,New and Ex-Oseas Motor Vehicles Registered by Type,Commercial Vehicles 3501 to 4500 Kg,,,,
TPTQ.S22ND,2012.03,136,,F,NUMBER,0,Transport - TPT,New and Ex-Oseas Motor Vehicles Registered by Type,Commercial Vehicles 3501 to 4500 Kg,,,,
TPTQ.S22ND,2012.06,104,,F,NUMBER,0,Transport - TPT,New and Ex-Oseas Motor Vehicles Registered by Type,Commercial Vehicles 3501 to 4500 Kg,,,,
TPTQ.S22ND,2012.09,144,,F,NUMBER,0,Transport - TPT,New and Ex-Oseas Motor Vehicles Registered by Type,Commercial Vehicles 3501 to 4500 Kg,,,,
TPTQ.S22ND,2012.12,140,,F,NUMBER,0,Transport - TPT,New and Ex-Oseas Motor Vehicles Registered by Type,Commercial Vehicles 3501 to 4500 Kg,,,,
TPTQ.S22ND,2013.03,124,,F,NUMBER,0,Transport - TPT,New and Ex-Oseas Motor Vehicles Registered by Type,Commercial Vehicles 3501 to 4500 Kg,,,,
TPTQ.S22ND,2013.06,118,,F,NUMBER,0,Transport - TPT,New and Ex-Oseas Motor Vehicles Registered by Type,Commercial Vehicles 3501 to 4500 Kg,,,,
TPTQ.S22ND,2013.09,170,,F,NUMBER,0,Transport - TPT,New and Ex-Oseas Motor Vehicles Registered by Type,Commercial Vehicles 3501 to 4500 Kg,,,,
TPTQ.S22ND,2013.12,198,,F,NUMBER,0,Transport - TPT,New and Ex-Oseas Motor Vehicles Registered by Type,Commercial Vehicles 3501 to 4500 Kg,,,,
TPTQ.S22ND,2014.03,136,,F,NUMBER,0,Transport - TPT,New and Ex-Oseas Motor Vehicles Registered by Type,Commercial Vehicles 3501 to 4500 Kg,,,,
TPTQ.S22ND,2014.06,109,,F,NUMBER,0,Transport - TPT,New and Ex-Oseas Motor Vehicles Registered by Type,Commercial Vehicles 3501 to 4500 Kg,,,,
TPTQ.S22ND,2014.09,219,,F,NUMBER,0,Transport - TPT,New and Ex-Oseas Motor Vehicles Registered by Type,Commercial Vehicles 3501 to 4500 Kg,,,,
TPTQ.S22ND,2014.12,211,,F,NUMBER,0,Transport - TPT,New and Ex-Oseas Motor Vehicles Registered by Type,Commercial Vehicles 3501 to 4500 Kg,,,,
TPTQ.S22ND,2015.03,145,,F,NUMBER,0,Transport - TPT,New and Ex-Oseas Motor Vehicles Registered by Type,Commercial Vehicles 3501 to 4500 Kg,,,,
TPTQ.S22ND,2015.06,134,,F,NUMBER,0,Transport - TPT,New and Ex-Oseas Motor Vehicles Registered by Type,Commercial Vehicles 3501 to 4500 Kg,,,,
TPTQ.S22ND,2015.09,197,,F,NUMBER,0,Transport - TPT,New and Ex-Oseas Motor Vehicles Registered by Type,Commercial Vehicles 3501 to 4500 Kg,,,,
TPTQ.S22ND,2015.12,259,,F,NUMBER,0,Transport - TPT,New and Ex-Oseas Motor Vehicles Registered by Type,Commercial Vehicles 3501 to 4500 Kg,,,,
TPTQ.S22ND,2016.03,160,,F,NUMBER,0,Transport - TPT,New and Ex-Oseas Motor Vehicles Registered by Type,Commercial Vehicles 3501 to 4500 Kg,,,,
TPTQ.S22ND,2016.06,138,,F,NUMBER,0,Transport - TPT,New and Ex-Oseas Motor Vehicles Registered by Type,Commercial Vehicles 3501 to 4500 Kg,,,,
TPTQ.S22ND,2016.09,243,,F,NUMBER,0,Transport - TPT,New and Ex-Oseas Motor Vehicles Registered by Type,Commercial Vehicles 3501 to 4500 Kg,,,,
TPTQ.S22ND,2016.12,175,,F,NUMBER,0,Transport - TPT,New and Ex-Oseas Motor Vehicles Registered by Type,Commercial Vehicles 3501 to 4500 Kg,,,,
TPTQ.S22ND,2017.03,185,,F,NUMBER,0,Transport - TPT,New and Ex-Oseas Motor Vehicles Registered by Type,Commercial Vehicles 3501 to 4500 Kg,,,,
TPTQ.S22ND,2017.06,172,,F,NUMBER,0,Transport - TPT,New and Ex-Oseas Motor Vehicles Registered by Type,Commercial Vehicles 3501 to 4500 Kg,,,,
TPTQ.S22ND,2017.09,196,,F,NUMBER,0,Transport - TPT,New and Ex-Oseas Motor Vehicles Registered by Type,Commercial Vehicles 3501 to 4500 Kg,,,,
TPTQ.S22ND,2017.12,249,,F,NUMBER,0,Transport - TPT,New and Ex-Oseas Motor Vehicles Registered by Type,Commercial Vehicles 3501 to 4500 Kg,,,,
TPTQ.S22ND,2018.03,220,,F,NUMBER,0,Transport - TPT,New and Ex-Oseas Motor Vehicles Registered by Type,Commercial Vehicles 3501 to 4500 Kg,,,,
TPTQ.S22ND,2018.06,207,,F,NUMBER,0,Transport - TPT,New and Ex-Oseas Motor Vehicles Registered by Type,Commercial Vehicles 3501 to 4500 Kg,,,,
TPTQ.S22ND,2018.09,272,,F,NUMBER,0,Transport - TPT,New and Ex-Oseas Motor Vehicles Registered by Type,Commercial Vehicles 3501 to 4500 Kg,,,,
TPTQ.S22ND,2018.12,335,,F,NUMBER,0,Transport - TPT,New and Ex-Oseas Motor Vehicles Registered by Type,Commercial Vehicles 3501 to 4500 Kg,,,,
TPTQ.S22ND,2019.03,226,,F,NUMBER,0,Transport - TPT,New and Ex-Oseas Motor Vehicles Registered by Type,Commercial Vehicles 3501 to 4500 Kg,,,,
TPTQ.S22ND,2019.06,192,,F,NUMBER,0,Transport - TPT,New and Ex-Oseas Motor Vehicles Registered by Type,Commercial Vehicles 3501 to 4500 Kg,,,,
TPTQ.S22ND,2019.09,205,,F,NUMBER,0,Transport - TPT,New and Ex-Oseas Motor Vehicles Registered by Type,Commercial Vehicles 3501 to 4500 Kg,,,,
TPTQ.S22ND,2019.12,257,,F,NUMBER,0,Transport - TPT,New and Ex-Oseas Motor Vehicles Registered by Type,Commercial Vehicles 3501 to 4500 Kg,,,,
TPTQ.S22ND,2020.03,219,,F,NUMBER,0,Transport - TPT,New and Ex-Oseas Motor Vehicles Registered by Type,Commercial Vehicles 3501 to 4500 Kg,,,,
TPTQ.S22ND,2020.06,184,,F,NUMBER,0,Transport - TPT,New and Ex-Oseas Motor Vehicles Registered by Type,Commercial Vehicles 3501 to 4500 Kg,,,,
TPTQ.S22ND,2020.09,226,,F,NUMBER,0,Transport - TPT,New and Ex-Oseas Motor Vehicles Registered by Type,Commercial Vehicles 3501 to 4500 Kg,,,,
TPTQ.S22ND,2020.12,239,,F,NUMBER,0,Transport - TPT,New and Ex-Oseas Motor Vehicles Registered by Type,Commercial Vehicles 3501 to 4500 Kg,,,,
TPTQ.S22ND,2021.03,125,,F,NUMBER,0,Transport - TPT,New and Ex-Oseas Motor Vehicles Registered by Type,Commercial Vehicles 3501 to 4500 Kg,,,,
TPTQ.S22ND,2021.06,124,,F,NUMBER,0,Transport - TPT,New and Ex-Oseas Motor Vehicles Registered by Type,Commercial Vehicles 3501 to 4500 Kg,,,,
TPTQ.S22ND,2021.09,110,,F,NUMBER,0,Transport - TPT,New and Ex-Oseas Motor Vehicles Registered by Type,Commercial Vehicles 3501 to 4500 Kg,,,,
TPTQ.S22ND,2021.12,163,,F,NUMBER,0,Transport - TPT,New and Ex-Oseas Motor Vehicles Registered by Type,Commercial Vehicles 3501 to 4500 Kg,,,,
TPTQ.S22ND,2022.03,172,,F,NUMBER,0,Transport - TPT,New and Ex-Oseas Motor Vehicles Registered by Type,Commercial Vehicles 3501 to 4500 Kg,,,,
TPTQ.S22ND,2022.06,103,,F,NUMBER,0,Transport - TPT,New and Ex-Oseas Motor Vehicles Registered by Type,Commercial Vehicles 3501 to 4500 Kg,,,,
TPTQ.S22ND,2022.09,140,,F,NUMBER,0,Transport - TPT,New and Ex-Oseas Motor Vehicles Registered by Type,Commercial Vehicles 3501 to 4500 Kg,,,,
TPTQ.S22ND,2022.12,142,,F,NUMBER,0,Transport - TPT,New and Ex-Oseas Motor Vehicles Registered by Type,Commercial Vehicles 3501 to 4500 Kg,,,,
TPTQ.S22ND,2023.03,148,,F,NUMBER,0,Transport - TPT,New and Ex-Oseas Motor Vehicles Registered by Type,Commercial Vehicles 3501 to 4500 Kg,,,,
TPTQ.S22ND,2023.06,117,,F,NUMBER,0,Transport - TPT,New and Ex-Oseas Motor Vehicles Registered by Type,Commercial Vehicles 3501 to 4500 Kg,,,,
TPTQ.S22ND,2023.09,115,,F,NUMBER,0,Transport - TPT,New and Ex-Oseas Motor Vehicles Registered by Type,Commercial Vehicles 3501 to 4500 Kg,,,,
TPTQ.S22ND,2023.12,181,,F,NUMBER,0,Transport - TPT,New and Ex-Oseas Motor Vehicles Registered by Type,Commercial Vehicles 3501 to 4500 Kg,,,,
TPTQ.S22ND,2024.03,191,,F,NUMBER,0,Transport - TPT,New and Ex-Oseas Motor Vehicles Registered by Type,Commercial Vehicles 3501 to 4500 Kg,,,,
TPTQ.S22ND,2024.06,209,,F,NUMBER,0,Transport - TPT,New and Ex-Oseas Motor Vehicles Registered by Type,Commercial Vehicles 3501 to 4500 Kg,,,,
TPTQ.S22ND,2024.09,169,,F,NUMBER,0,Transport - TPT,New and Ex-Oseas Motor Vehicles Registered by Type,Commercial Vehicles 3501 to 4500 Kg,,,,
TPTQ.S22ND,2024.12,157,,F,NUMBER,0,Transport - TPT,New and Ex-Oseas Motor Vehicles Registered by Type,Commercial Vehicles 3501 to 4500 Kg,,,,
TPTQ.S22ND,2025.03,160,,F,NUMBER,0,Transport - TPT,New and Ex-Oseas Motor Vehicles Registered by Type,Commercial Vehicles 3501 to 4500 Kg,,,,
TPTQ.S22NE,1974.03,31,,F,NUMBER,0,Transport - TPT,New and Ex-Oseas Motor Vehicles Registered by Type,Commercial Vehicles 4501 to 6500 Kg,,,,
TPTQ.S22NE,1974.06,46,,F,NUMBER,0,Transport - TPT,New and Ex-Oseas Motor Vehicles Registered by Type,Commercial Vehicles 4501 to 6500 Kg,,,,
TPTQ.S22NE,1974.09,24,,F,NUMBER,0,Transport - TPT,New and Ex-Oseas Motor Vehicles Registered by Type,Commercial Vehicles 4501 to 6500 Kg,,,,
TPTQ.S22NE,1974.12,56,,F,NUMBER,0,Transport - TPT,New and Ex-Oseas Motor Vehicles Registered by Type,Commercial Vehicles 4501 to 6500 Kg,,,,
TPTQ.S22NE,1975.03,55,,F,NUMBER,0,Transport - TPT,New and Ex-Oseas Motor Vehicles Registered by Type,Commercial Vehicles 4501 to 6500 Kg,,,,
TPTQ.S22NE,1975.06,47,,F,NUMBER,0,Transport - TPT,New and Ex-Oseas Motor Vehicles Registered by Type,Commercial Vehicles 4501 to 6500 Kg,,,,
TPTQ.S22NE,1975.09,82,,F,NUMBER,0,Transport - TPT,New and Ex-Oseas Motor Vehicles Registered by Type,Commercial Vehicles 4501 to 6500 Kg,,,,
TPTQ.S22NE,1975.12,95,,F,NUMBER,0,Transport - TPT,New and Ex-Oseas Motor Vehicles Registered by Type,Commercial Vehicles 4501 to 6500 Kg,,,,
TPTQ.S22NE,1976.03,47,,F,NUMBER,0,Transport - TPT,New and Ex-Oseas Motor Vehicles Registered by Type,Commercial Vehicles 4501 to 6500 Kg,,,,
TPTQ.S22NE,1976.06,25,,F,NUMBER,0,Transport - TPT,New and Ex-Oseas Motor Vehicles Registered by Type,Commercial Vehicles 4501 to 6500 Kg,,,,
TPTQ.S22NE,1976.09,38,,F,NUMBER,0,Transport - TPT,New and Ex-Oseas Motor Vehicles Registered by Type,Commercial Vehicles 4501 to 6500 Kg,,,,
TPTQ.S22NE,1976.12,35,,F,NUMBER,0,Transport - TPT,New and Ex-Oseas Motor Vehicles Registered by Type,Commercial Vehicles 4501 to 6500 Kg,,,,
TPTQ.S22NE,1977.03,138,,F,NUMBER,0,Transport - TPT,New and Ex-Oseas Motor Vehicles Registered by Type,Commercial Vehicles 4501 to 6500 Kg,,,,
TPTQ.S22NE,1977.06,176,,F,NUMBER,0,Transport - TPT,New and Ex-Oseas Motor Vehicles Registered by Type,Commercial Vehicles 4501 to 6500 Kg,,,,
TPTQ.S22NE,1977.09,115,,F,NUMBER,0,Transport - TPT,New and Ex-Oseas Motor Vehicles Registered by Type,Commercial Vehicles 4501 to 6500 Kg,,,,
TPTQ.S22NE,1977.12,80,,F,NUMBER,0,Transport - TPT,New and Ex-Oseas Motor Vehicles Registered by Type,Commercial Vehicles 4501 to 6500 Kg,,,,
TPTQ.S22NE,1978.03,52,,F,NUMBER,0,Transport - TPT,New and Ex-Oseas Motor Vehicles Registered by Type,Commercial Vehicles 4501 to 6500 Kg,,,,
TPTQ.S22NE,1978.06,151,,F,NUMBER,0,Transport - TPT,New and Ex-Oseas Motor Vehicles Registered by Type,Commercial Vehicles 4501 to 6500 Kg,,,,
TPTQ.S22NE,1978.09,153,,F,NUMBER,0,Transport - TPT,New and Ex-Oseas Motor Vehicles Registered by Type,Commercial Vehicles 4501 to 6500 Kg,,,,
TPTQ.S22NE,1978.12,88,,F,NUMBER,0,Transport - TPT,New and Ex-Oseas Motor Vehicles Registered by Type,Commercial Vehicles 4501 to 6500 Kg,,,,
TPTQ.S22NE,1979.03,60,,F,NUMBER,0,Transport - TPT,New and Ex-Oseas Motor Vehicles Registered by Type,Commercial Vehicles 4501 to 6500 Kg,,,,
TPTQ.S22NE,1979.06,93,,F,NUMBER,0,Transport - TPT,New and Ex-Oseas Motor Vehicles Registered by Type,Commercial Vehicles 4501 to 6500 Kg,,,,
TPTQ.S22NE,1979.09,159,,F,NUMBER,0,Transport - TPT,New and Ex-Oseas Motor Vehicles Registered by Type,Commercial Vehicles 4501 to 6500 Kg,,,,
TPTQ.S22NE,1979.12,115,,F,NUMBER,0,Transport - TPT,New and Ex-Oseas Motor Vehicles Registered by Type,Commercial Vehicles 4501 to 6500 Kg,,,,
TPTQ.S22NE,1980.03,112,,F,NUMBER,0,Transport - TPT,New and Ex-Oseas Motor Vehicles Registered by Type,Commercial Vehicles 4501 to 6500 Kg,,,,
TPTQ.S22NE,1980.06,207,,F,NUMBER,0,Transport - TPT,New and Ex-Oseas Motor Vehicles Registered by Type,Commercial Vehicles 4501 to 6500 Kg,,,,
TPTQ.S22NE,1980.09,161,,F,NUMBER,0,Transport - TPT,New and Ex-Oseas Motor Vehicles Registered by Type,Commercial Vehicles 4501 to 6500 Kg,,,,
TPTQ.S22NE,1980.12,180,,F,NUMBER,0,Transport - TPT,New and Ex-Oseas Motor Vehicles Registered by Type,Commercial Vehicles 4501 to 6500 Kg,,,,
TPTQ.S22NE,1981.03,181,,F,NUMBER,0,Transport - TPT,New and Ex-Oseas Motor Vehicles Registered by Type,Commercial Vehicles 4501 to 6500 Kg,,,,
TPTQ.S22NE,1981.06,222,,F,NUMBER,0,Transport - TPT,New and Ex-Oseas Motor Vehicles Registered by Type,Commercial Vehicles 4501 to 6500 Kg,,,,
TPTQ.S22NE,1981.09,237,,F,NUMBER,0,Transport - TPT,New and Ex-Oseas Motor Vehicles Registered by Type,Commercial Vehicles 4501 to 6500 Kg,,,,
TPTQ.S22NE,1981.12,252,,F,NUMBER,0,Transport - TPT,New and Ex-Oseas Motor Vehicles Registered by Type,Commercial Vehicles 4501 to 6500 Kg,,,,
TPTQ.S22NE,1982.03,275,,F,NUMBER,0,Transport - TPT,New and Ex-Oseas Motor Vehicles Registered by Type,Commercial Vehicles 4501 to 6500 Kg,,,,
TPTQ.S22NE,1982.06,262,,F,NUMBER,0,Transport - TPT,New and Ex-Oseas Motor Vehicles Registered by Type,Commercial Vehicles 4501 to 6500 Kg,,,,
TPTQ.S22NE,1982.09,291,,F,NUMBER,0,Transport - TPT,New and Ex-Oseas Motor Vehicles Registered by Type,Commercial Vehicles 4501 to 6500 Kg,,,,
TPTQ.S22NE,1982.12,186,,F,NUMBER,0,Transport - TPT,New and Ex-Oseas Motor Vehicles Registered by Type,Commercial Vehicles 4501 to 6500 Kg,,,,
TPTQ.S22NE,1983.03,204,,F,NUMBER,0,Transport - TPT,New and Ex-Oseas Motor Vehicles Registered by Type,Commercial Vehicles 4501 to 6500 Kg,,,,
TPTQ.S22NE,1983.06,222,,F,NUMBER,0,Transport - TPT,New and Ex-Oseas Motor Vehicles Registered by Type,Commercial Vehicles 4501 to 6500 Kg,,,,
TPTQ.S22NE,1983.09,301,,F,NUMBER,0,Transport - TPT,New and Ex-Oseas Motor Vehicles Registered by Type,Commercial Vehicles 4501 to 6500 Kg,,,,
TPTQ.S22NE,1983.12,209,,F,NUMBER,0,Transport - TPT,New and Ex-Oseas Motor Vehicles Registered by Type,Commercial Vehicles 4501 to 6500 Kg,,,,
TPTQ.S22NE,1984.03,317,,F,NUMBER,0,Transport - TPT,New and Ex-Oseas Motor Vehicles Registered by Type,Commercial Vehicles 4501 to 6500 Kg,,,,
TPTQ.S22NE,1984.06,219,,F,NUMBER,0,Transport - TPT,New and Ex-Oseas Motor Vehicles Registered by Type,Commercial Vehicles 4501 to 6500 Kg,,,,
TPTQ.S22NE,1984.09,299,,F,NUMBER,0,Transport - TPT,New and Ex-Oseas Motor Vehicles Registered by Type,Commercial Vehicles 4501 to 6500 Kg,,,,
TPTQ.S22NE,1984.12,222,,F,NUMBER,0,Transport - TPT,New and Ex-Oseas Motor Vehicles Registered by Type,Commercial Vehicles 4501 to 6500 Kg,,,,
TPTQ.S22NE,1985.03,256,,F,NUMBER,0,Transport - TPT,New and Ex-Oseas Motor Vehicles Registered by Type,Commercial Vehicles 4501 to 6500 Kg,,,,
TPTQ.S22NE,1985.06,208,,F,NUMBER,0,Transport - TPT,New and Ex-Oseas Motor Vehicles Registered by Type,Commercial Vehicles 4501 to 6500 Kg,,,,
TPTQ.S22NE,1985.09,299,,F,NUMBER,0,Transport - TPT,New and Ex-Oseas Motor Vehicles Registered by Type,Commercial Vehicles 4501 to 6500 Kg,,,,
TPTQ.S22NE,1985.12,234,,F,NUMBER,0,Transport - TPT,New and Ex-Oseas Motor Vehicles Registered by Type,Commercial Vehicles 4501 to 6500 Kg,,,,
TPTQ.S22NE,1986.03,171,,F,NUMBER,0,Transport - TPT,New and Ex-Oseas Motor Vehicles Registered by Type,Commercial Vehicles 4501 to 6500 Kg,,,,
TPTQ.S22NE,1986.06,203,,F,NUMBER,0,Transport - TPT,New and Ex-Oseas Motor Vehicles Registered by Type,Commercial Vehicles 4501 to 6500 Kg,,,,
TPTQ.S22NE,1986.09,200,,F,NUMBER,0,Transport - TPT,New and Ex-Oseas Motor Vehicles Registered by Type,Commercial Vehicles 4501 to 6500 Kg,,,,
TPTQ.S22NE,1986.12,215,,F,NUMBER,0,Transport - TPT,New and Ex-Oseas Motor Vehicles Registered by Type,Commercial Vehicles 4501 to 6500 Kg,,,,
TPTQ.S22NE,1987.03,263,,F,NUMBER,0,Transport - TPT,New and Ex-Oseas Motor Vehicles Registered by Type,Commercial Vehicles 4501 to 6500 Kg,,,,
TPTQ.S22NE,1987.06,181,,F,NUMBER,0,Transport - TPT,New and Ex-Oseas Motor Vehicles Registered by Type,Commercial Vehicles 4501 to 6500 Kg,,,,
TPTQ.S22NE,1987.09,247,,F,NUMBER,0,Transport - TPT,New and Ex-Oseas Motor Vehicles Registered by Type,Commercial Vehicles 4501 to 6500 Kg,,,,
TPTQ.S22NE,1987.12,140,,F,NUMBER,0,Transport - TPT,New and Ex-Oseas Motor Vehicles Registered by Type,Commercial Vehicles 4501 to 6500 Kg,,,,
TPTQ.S22NE,1988.03,133,,F,NUMBER,0,Transport - TPT,New and Ex-Oseas Motor Vehicles Registered by Type,Commercial Vehicles 4501 to 6500 Kg,,,,
TPTQ.S22NE,1988.06,89,,F,NUMBER,0,Transport - TPT,New and Ex-Oseas Motor Vehicles Registered by Type,Commercial Vehicles 4501 to 6500 Kg,,,,
TPTQ.S22NE,1988.09,175,,F,NUMBER,0,Transport - TPT,New and Ex-Oseas Motor Vehicles Registered by Type,Commercial Vehicles 4501 to 6500 Kg,,,,
TPTQ.S22NE,1988.12,132,,F,NUMBER,0,Transport - TPT,New and Ex-Oseas Motor Vehicles Registered by Type,Commercial Vehicles 4501 to 6500 Kg,,,,
TPTQ.S22NE,1989.03,134,,F,NUMBER,0,Transport - TPT,New and Ex-Oseas Motor Vehicles Registered by Type,Commercial Vehicles 4501 to 6500 Kg,,,,
TPTQ.S22NE,1989.06,170,,F,NUMBER,0,Transport - TPT,New and Ex-Oseas Motor Vehicles Registered by Type,Commercial Vehicles 4501 to 6500 Kg,,,,
TPTQ.S22NE,1989.09,196,,F,NUMBER,0,Transport - TPT,New and Ex-Oseas Motor Vehicles Registered by Type,Commercial Vehicles 4501 to 6500 Kg,,,,
TPTQ.S22NE,1989.12,136,,F,NUMBER,0,Transport - TPT,New and Ex-Oseas Motor Vehicles Registered by Type,Commercial Vehicles 4501 to 6500 Kg,,,,
TPTQ.S22NE,1990.03,146,,F,NUMBER,0,Transport - TPT,New and Ex-Oseas Motor Vehicles Registered by Type,Commercial Vehicles 4501 to 6500 Kg,,,,
TPTQ.S22NE,1990.06,153,,F,NUMBER,0,Transport - TPT,New and Ex-Oseas Motor Vehicles Registered by Type,Commercial Vehicles 4501 to 6500 Kg,,,,
TPTQ.S22NE,1990.09,167,,F,NUMBER,0,Transport - TPT,New and Ex-Oseas Motor Vehicles Registered by Type,Commercial Vehicles 4501 to 6500 Kg,,,,
TPTQ.S22NE,1990.12,141,,F,NUMBER,0,Transport - TPT,New and Ex-Oseas Motor Vehicles Registered by Type,Commercial Vehicles 4501 to 6500 Kg,,,,
TPTQ.S22NE,1991.03,135,,F,NUMBER,0,Transport - TPT,New and Ex-Oseas Motor Vehicles Registered by Type,Commercial Vehicles 4501 to 6500 Kg,,,,
TPTQ.S22NE,1991.06,125,,F,NUMBER,0,Transport - TPT,New and Ex-Oseas Motor Vehicles Registered by Type,Commercial Vehicles 4501 to 6500 Kg,,,,
TPTQ.S22NE,1991.09,209,,F,NUMBER,0,Transport - TPT,New and Ex-Oseas Motor Vehicles Registered by Type,Commercial Vehicles 4501 to 6500 Kg,,,,
TPTQ.S22NE,1991.12,155,,F,NUMBER,0,Transport - TPT,New and Ex-Oseas Motor Vehicles Registered by Type,Commercial Vehicles 4501 to 6500 Kg,,,,
TPTQ.S22NE,1992.03,143,,F,NUMBER,0,Transport - TPT,New and Ex-Oseas Motor Vehicles Registered by Type,Commercial Vehicles 4501 to 6500 Kg,,,,
TPTQ.S22NE,1992.06,244,,F,NUMBER,0,Transport - TPT,New and Ex-Oseas Motor Vehicles Registered by Type,Commercial Vehicles 4501 to 6500 Kg,,,,
TPTQ.S22NE,1992.09,292,,F,NUMBER,0,Transport - TPT,New and Ex-Oseas Motor Vehicles Registered by Type,Commercial Vehicles 4501 to 6500 Kg,,,,
TPTQ.S22NE,1992.12,303,,F,NUMBER,0,Transport - TPT,New and Ex-Oseas Motor Vehicles Registered by Type,Commercial Vehicles 4501 to 6500 Kg,,,,
TPTQ.S22NE,1993.03,259,,F,NUMBER,0,Transport - TPT,New and Ex-Oseas Motor Vehicles Registered by Type,Commercial Vehicles 4501 to 6500 Kg,,,,
TPTQ.S22NE,1993.06,296,,F,NUMBER,0,Transport - TPT,New and Ex-Oseas Motor Vehicles Registered by Type,Commercial Vehicles 4501 to 6500 Kg,,,,
TPTQ.S22NE,1993.09,453,,F,NUMBER,0,Transport - TPT,New and Ex-Oseas Motor Vehicles Registered by Type,Commercial Vehicles 4501 to 6500 Kg,,,,
TPTQ.S22NE,1993.12,391,,F,NUMBER,0,Transport - TPT,New and Ex-Oseas Motor Vehicles Registered by Type,Commercial Vehicles 4501 to 6500 Kg,,,,
TPTQ.S22NE,1994.03,353,,F,NUMBER,0,Transport - TPT,New and Ex-Oseas Motor Vehicles Registered by Type,Commercial Vehicles 4501 to 6500 Kg,,,,
TPTQ.S22NE,1994.06,344,,F,NUMBER,0,Transport - TPT,New and Ex-Oseas Motor Vehicles Registered by Type,Commercial Vehicles 4501 to 6500 Kg,,,,
TPTQ.S22NE,1994.09,521,,F,NUMBER,0,Transport - TPT,New and Ex-Oseas Motor Vehicles Registered by Type,Commercial Vehicles 4501 to 6500 Kg,,,,
TPTQ.S22NE,1994.12,520,,F,NUMBER,0,Transport - TPT,New and Ex-Oseas Motor Vehicles Registered by Type,Commercial Vehicles 4501 to 6500 Kg,,,,
TPTQ.S22NE,1995.03,366,,F,NUMBER,0,Transport - TPT,New and Ex-Oseas Motor Vehicles Registered by Type,Commercial Vehicles 4501 to 6500 Kg,,,,
TPTQ.S22NE,1995.06,426,,F,NUMBER,0,Transport - TPT,New and Ex-Oseas Motor Vehicles Registered by Type,Commercial Vehicles 4501 to 6500 Kg,,,,
TPTQ.S22NE,1995.09,536,,F,NUMBER,0,Transport - TPT,New and Ex-Oseas Motor Vehicles Registered by Type,Commercial Vehicles 4501 to 6500 Kg,,,,
TPTQ.S22NE,1995.12,464,,F,NUMBER,0,Transport - TPT,New and Ex-Oseas Motor Vehicles Registered by Type,Commercial Vehicles 4501 to 6500 Kg,,,,
TPTQ.S22NE,1996.03,444,,F,NUMBER,0,Transport - TPT,New and Ex-Oseas Motor Vehicles Registered by Type,Commercial Vehicles 4501 to 6500 Kg,,,,
TPTQ.S22NE,1996.06,530,,F,NUMBER,0,Transport - TPT,New and Ex-Oseas Motor Vehicles Registered by Type,Commercial Vehicles 4501 to 6500 Kg,,,,
TPTQ.S22NE,1996.09,677,,F,NUMBER,0,Transport - TPT,New and Ex-Oseas Motor Vehicles Registered by Type,Commercial Vehicles 4501 to 6500 Kg,,,,
TPTQ.S22NE,1996.12,528,,F,NUMBER,0,Transport - TPT,New and Ex-Oseas Motor Vehicles Registered by Type,Commercial Vehicles 4501 to 6500 Kg,,,,
TPTQ.S22NE,1997.03,443,,F,NUMBER,0,Transport - TPT,New and Ex-Oseas Motor Vehicles Registered by Type,Commercial Vehicles 4501 to 6500 Kg,,,,
TPTQ.S22NE,1997.06,563,,F,NUMBER,0,Transport - TPT,New and Ex-Oseas Motor Vehicles Registered by Type,Commercial Vehicles 4501 to 6500 Kg,,,,
TPTQ.S22NE,1997.09,551,,F,NUMBER,0,Transport - TPT,New and Ex-Oseas Motor Vehicles Registered by Type,Commercial Vehicles 4501 to 6500 Kg,,,,
TPTQ.S22NE,1997.12,519,,F,NUMBER,0,Transport - TPT,New and Ex-Oseas Motor Vehicles Registered by Type,Commercial Vehicles 4501 to 6500 Kg,,,,
TPTQ.S22NE,1998.03,435,,F,NUMBER,0,Transport - TPT,New and Ex-Oseas Motor Vehicles Registered by Type,Commercial Vehicles 4501 to 6500 Kg,,,,
TPTQ.S22NE,1998.06,350,,F,NUMBER,0,Transport - TPT,New and Ex-Oseas Motor Vehicles Registered by Type,Commercial Vehicles 4501 to 6500 Kg,,,,
TPTQ.S22NE,1998.09,373,,F,NUMBER,0,Transport - TPT,New and Ex-Oseas Motor Vehicles Registered by Type,Commercial Vehicles 4501 to 6500 Kg,,,,
TPTQ.S22NE,1998.12,415,,F,NUMBER,0,Transport - TPT,New and Ex-Oseas Motor Vehicles Registered by Type,Commercial Vehicles 4501 to 6500 Kg,,,,
